employeeid,fullname,department,jobtitle,email,gender,hiredate,terminationdate,salary,managerid,performancerating,status,hire_year,hire_month,hire_quarter,termination_year,termination_month,termination_quarter,tenure_days,tenure_years,tenure_band,performance_category,department_size,manager_span_of_control,is_active,is_terminated,has_manager,has_performance_rating,dept_avg_salary,job_avg_salary,salary_vs_dept_avg,salary_vs_job_avg,seniority_level,tenure_at_termination,early_attrition,salary_band
PNR-2547,David Kumar,Human Resources,Hr Generalist,employee.2547@pnrao.com,Male,2022-05-18,,67452.0,PNR-1602,2.0,Active,2022,5,2,,,,1260,3.45,3-5 years,Below Average,106,1,1,0,1,1,68801.09,69030.22,-1.96,-2.29,Mid-Level,,0,60K-80K
PNR-2549,Mary Smith,Logistics,Warehouse Associate,employee.2549@pnrao.com,Non-Binary,2018-08-08,2020-06-19,71059.0,PNR-1141,4.0,Terminated,2018,8,3,2020.0,6.0,2.0,681,1.86,1-3 years,Good,111,1,0,1,1,1,70560.61,69795.08,0.71,1.81,Junior,1.864476386036961,0,60K-80K
PNR-2550,Aditya Brown,It Support,Help Desk Specialist,employee.2550@pnrao.com,Male,2020-03-23,,73811.5,PNR-1543,4.0,Active,2020,3,1,,,,2046,5.6,5-10 years,Good,98,2,1,0,1,1,96490.2,70990.91,-23.5,3.97,Senior,,0,60K-80K
PNR-2552,Emma Williams,Human Resources,Recruiter,employee.2552@pnrao.com,Male,2023-04-26,,71368.0,PNR-1584,2.0,Active,2023,4,2,,,,917,2.51,1-3 years,Below Average,106,2,1,0,1,1,68801.09,69157.24,3.73,3.2,Mid-Level,,0,60K-80K
PNR-2554,Mary Kumar,Quality Control,Qc Inspector,mary.kumar@company.com,Male,2024-03-07,2027-03-24,74462.0,PNR-1632,5.0,Terminated,2024,3,1,2027.0,3.0,1.0,1112,3.04,3-5 years,Excellent,108,1,0,1,1,1,109570.66,70667.88,-32.04,5.37,Mid-Level,3.0444900752908968,0,60K-80K
PNR-2555,Sarah Jones,Logistics,Logistics Coordinator,employee.2555@pnrao.com,Male,2023-11-17,,72294.0,PNR-1690,2.0,Active,2023,11,4,,,,712,1.95,1-3 years,Below Average,111,3,1,0,1,1,70560.61,71165.63,2.46,1.59,Junior,,0,60K-80K
PNR-2557,Aditya Sharma,Finance,Financial Analyst,employee.2557@pnrao.com,Non-Binary,2018-01-14,,71851.0,PNR-2918,5.0,Active,2018,1,1,,,,2845,7.79,5-10 years,Excellent,87,2,1,0,1,1,69535.21,70138.18,3.33,2.44,Senior,,0,60K-80K
PNR-2558,Saanvi Singh,Quality Control,Qc Inspector,employee.2558@pnrao.com,Female,2023-01-05,,75433.0,PNR-1888,5.0,Active,2023,1,1,,,,1028,2.81,1-3 years,Excellent,108,3,1,0,1,1,109570.66,70667.88,-31.16,6.74,Mid-Level,,0,60K-80K
PNR-2560,John Sharma,Finance,Accountant,employee.2560@pnrao.com,Non-Binary,2020-03-09,,79867.0,PNR-2437,,Active,2020,3,1,,,,2060,5.64,5-10 years,,87,4,1,0,1,0,69535.21,69549.67,14.86,14.83,Senior,,0,60K-80K
PNR-2562,Olivia Singh,Sales,Sales Associate,employee.2562@pnrao.com,Non-Binary,2025-05-15,,79548.0,PNR-1329,3.0,Active,2025,5,2,,,,167,0.46,0-1 years,Average,104,4,1,0,1,1,121525.81,72548.22,-34.54,9.65,Junior,,0,60K-80K
PNR-2563,David Taylor,Sales,Account Manager,employee.2563@pnrao.com,Female,2021-06-18,,148971.0,,2.0,Active,2021,6,2,,,,1594,4.36,3-5 years,Below Average,104,0,1,0,0,1,121525.81,151582.0,22.58,-1.72,Mid-Level,,0,100K-150K
PNR-2567,Aarav Patel,Sales,Account Manager,employee.2567@pnrao.com,Female,2024-10-06,2029-04-17,120536.0,,3.0,Terminated,2024,10,4,2029.0,4.0,2.0,1654,4.53,3-5 years,Average,104,0,0,1,0,1,121525.81,151582.0,-0.81,-20.48,Mid-Level,4.528405201916495,0,100K-150K
PNR-2568,Chris Jones,Finance,Accountant,employee.2568@pnrao.com,Male,2022-02-26,2023-05-17,63574.0,PNR-1447,2.0,Terminated,2022,2,1,2023.0,5.0,2.0,445,1.22,1-3 years,Below Average,87,2,0,1,1,1,69535.21,69549.67,-8.57,-8.59,Junior,1.218343600273785,0,60K-80K
PNR-2569,Saanvi Jones,Sales,Sales Associate,employee.2569@pnrao.com,Female,2018-12-12,2020-10-04,64258.0,PNR-2405,5.0,Terminated,2018,12,4,2020.0,10.0,4.0,662,1.81,1-3 years,Excellent,104,2,0,1,1,1,121525.81,72548.22,-47.12,-11.43,Junior,1.8124572210814511,0,60K-80K
PNR-2570,Rohan Patel,Sales,Regional Sales Manager,employee.2570@pnrao.com,Male,2020-11-17,,131989.0,,2.0,Active,2020,11,4,,,,1807,4.95,3-5 years,Below Average,104,0,1,0,0,1,121525.81,145982.17,8.61,-9.59,Mid-Level,,0,100K-150K
PNR-2572,Anika Brown,Human Resources,Hr Generalist,employee.2572@pnrao.com,Male,2019-09-17,,60246.0,PNR-2932,,Active,2019,9,3,,,,2234,6.12,5-10 years,,106,1,1,0,1,0,68801.09,69030.22,-12.43,-12.73,Senior,,0,60K-80K
PNR-2573,Aditya Taylor,Production,Line Supervisor,employee.2573@pnrao.com,Female,2023-07-06,,69314.0,PNR-1848,5.0,Active,2023,7,3,,,,846,2.32,1-3 years,Excellent,112,2,1,0,1,1,102837.83,69824.22,-32.6,-0.73,Mid-Level,,0,60K-80K
PNR-2574,Sarah Singh,Production,Production Worker,employee.2574@pnrao.com,Female,2021-01-09,,72619.0,PNR-1554,2.0,Active,2021,1,1,,,,1754,4.8,3-5 years,Below Average,112,3,1,0,1,1,102837.83,72077.59,-29.38,0.75,Mid-Level,,0,60K-80K
PNR-2575,Sarah Brown,Finance,Financial Analyst,employee.2575@pnrao.com,Female,2025-06-01,,55721.0,PNR-2177,5.0,Active,2025,6,2,,,,150,0.41,0-1 years,Excellent,87,3,1,0,1,1,69535.21,70138.18,-19.87,-20.56,Junior,,0,<60K
PNR-2577,Sarah Patel,Production,Production Worker,employee.2577@pnrao.com,Non-Binary,2024-04-20,,78125.0,PNR-1590,3.0,Active,2024,4,2,,,,557,1.52,1-3 years,Average,112,2,1,0,1,1,102837.83,72077.59,-24.03,8.39,Junior,,0,60K-80K
PNR-2579,Chris Taylor,Quality Control,Qc Manager,chris.taylor@company.com,Female,2024-01-22,,154983.0,,3.0,Active,2024,1,1,,,,646,1.77,1-3 years,Average,108,0,1,0,0,1,109570.66,151465.96,41.45,2.32,Junior,,0,150K+
PNR-2580,Rohan Kumar,Quality Control,Qc Manager,employee.2580@pnrao.com,Male,2025-10-12,,140347.0,,2.0,Active,2025,10,4,,,,17,0.05,0-1 years,Below Average,108,0,1,0,0,1,109570.66,151465.96,28.09,-7.34,Junior,,0,100K-150K
PNR-2586,David Brown,Finance,Controller,employee.2586@pnrao.com,Female,2022-10-27,,77194.0,PNR-1688,,Active,2022,10,4,,,,1098,3.01,3-5 years,,87,2,1,0,1,0,69535.21,68783.8,11.01,12.23,Mid-Level,,0,60K-80K
PNR-2587,David Singh,Research & Development,Scientist,employee.2587@pnrao.com,Non-Binary,2022-12-19,,68612.0,PNR-1329,2.0,Active,2022,12,4,,,,1045,2.86,1-3 years,Below Average,98,4,1,0,1,1,85614.79,72557.95,-19.86,-5.44,Mid-Level,,0,60K-80K
PNR-2591,Anika Sharma,Production,Operations Manager,employee.2591@pnrao.com,Male,2018-11-05,2022-11-19,134519.0,,4.0,Terminated,2018,11,4,2022.0,11.0,4.0,1475,4.04,3-5 years,Good,112,0,0,1,0,1,102837.83,152476.11,30.81,-11.78,Mid-Level,4.03832991101985,0,100K-150K
PNR-2593,Sarah Brown,Logistics,Logistics Coordinator,employee.2593@pnrao.com,Female,2022-10-23,,68364.0,PNR-2598,2.0,Active,2022,10,4,,,,1102,3.02,3-5 years,Below Average,111,1,1,0,1,1,70560.61,71165.63,-3.11,-3.94,Mid-Level,,0,60K-80K
PNR-2595,Priya Smith,Quality Control,Qc Manager,employee.2595@pnrao.com,Non-Binary,2024-04-14,,151625.0,,,Active,2024,4,2,,,,563,1.54,1-3 years,,108,0,1,0,0,0,109570.66,151465.96,38.38,0.11,Junior,,0,150K+
PNR-2597,Sarah Kumar,Logistics,Warehouse Associate,employee.2597@pnrao.com,Non-Binary,2024-01-30,,76720.0,PNR-2924,3.0,Active,2024,1,1,,,,638,1.75,1-3 years,Average,111,1,1,0,1,1,70560.61,69795.08,8.73,9.92,Junior,,0,60K-80K
PNR-2599,Chris Smith,It Support,It Technician,employee.2599@pnrao.com,Non-Binary,2021-09-03,,68461.0,PNR-2257,4.0,Active,2021,9,3,,,,1517,4.15,3-5 years,Good,98,1,1,0,1,1,96490.2,71783.83,-29.05,-4.63,Mid-Level,,0,60K-80K
PNR-2602,Aarav Singh,It Support,Help Desk Specialist,aarav.singh@company.com,Non-Binary,2020-07-16,2021-05-07,72063.0,PNR-2248,3.0,Terminated,2020,7,3,2021.0,5.0,2.0,295,0.81,0-1 years,Average,98,3,0,1,1,1,96490.2,70990.91,-25.32,1.51,Junior,0.8076659822039699,1,60K-80K
PNR-2604,Olivia Kumar,Quality Control,Qc Inspector,employee.2604@pnrao.com,Non-Binary,2022-03-16,,69691.0,PNR-2661,5.0,Active,2022,3,1,,,,1323,3.62,3-5 years,Excellent,108,1,1,0,1,1,109570.66,70667.88,-36.4,-1.38,Mid-Level,,0,60K-80K
PNR-2605,Anika Patel,Marketing,Marketing Coordinator,employee.2605@pnrao.com,Female,2018-11-01,,73049.0,,4.0,Active,2018,11,4,,,,2554,6.99,5-10 years,Good,95,0,1,0,0,1,93037.96,72400.67,-21.48,0.9,Senior,,0,60K-80K
PNR-2606,Priya Jones,It Support,It Technician,employee.2606@pnrao.com,Non-Binary,2018-10-16,,65033.0,PNR-1795,5.0,Active,2018,10,4,,,,2570,7.04,5-10 years,Excellent,98,1,1,0,1,1,96490.2,71783.83,-32.6,-9.4,Senior,,0,60K-80K
PNR-2608,Priya Patel,Research & Development,Research Lead,employee.2608@pnrao.com,Non-Binary,2021-08-25,,102467.0,PNR-1339,2.0,Active,2021,8,3,,,,1526,4.18,3-5 years,Below Average,98,4,1,0,1,1,85614.79,109962.86,19.68,-6.82,Mid-Level,,0,100K-150K
PNR-2609,Chris Kumar,Production,Operations Manager,employee.2609@pnrao.com,Female,2019-08-09,,172804.0,,4.0,Active,2019,8,3,,,,2273,6.22,5-10 years,Good,112,0,1,0,0,1,102837.83,152476.11,68.04,13.33,Senior,,0,150K+
PNR-2610,Anika Wilson,Quality Control,Qc Manager,employee.2610@pnrao.com,Male,2020-11-03,,149586.0,,4.0,Active,2020,11,4,,,,1821,4.99,3-5 years,Good,108,0,1,0,0,1,109570.66,151465.96,36.52,-1.24,Mid-Level,,0,100K-150K
PNR-2614,Saanvi Smith,Sales,Sales Associate,employee.2614@pnrao.com,Unknown,2019-08-22,,76645.0,PNR-2340,5.0,Active,2019,8,3,,,,2260,6.19,5-10 years,Excellent,104,2,0,1,1,1,121525.81,72548.22,-36.93,5.65,Senior,,0,60K-80K
PNR-2616,Mary Kumar,It Support,It Technician,employee.2616@pnrao.com,Non-Binary,2021-03-03,,70271.0,PNR-1733,2.0,Active,2021,3,1,,,,1701,4.66,3-5 years,Below Average,98,2,1,0,1,1,96490.2,71783.83,-27.17,-2.11,Mid-Level,,0,60K-80K
PNR-2617,Aditya Patel,Human Resources,Recruiter,employee.2617@pnrao.com,Non-Binary,2018-12-17,,63449.0,PNR-2044,5.0,Active,2018,12,4,,,,2508,6.87,5-10 years,Excellent,106,2,1,0,1,1,68801.09,69157.24,-7.78,-8.25,Senior,,0,60K-80K
PNR-2623,Mary Patel,Research & Development,Scientist,employee.2623@pnrao.com,Non-Binary,2018-10-27,,83493.0,PNR-2086,2.0,Active,2018,10,4,,,,2559,7.01,5-10 years,Below Average,98,2,1,0,1,1,85614.79,72557.95,-2.48,15.07,Senior,,0,80K-100K
PNR-2625,John Sharma,Logistics,Logistics Coordinator,employee.2625@pnrao.com,Non-Binary,2022-12-24,2026-01-24,58164.0,PNR-2281,3.0,Terminated,2022,12,4,2026.0,1.0,1.0,1127,3.09,3-5 years,Average,111,2,0,1,1,1,70560.61,71165.63,-17.57,-18.27,Mid-Level,3.0855578370978782,0,<60K
PNR-2626,Saanvi Smith,It Support,It Manager,employee.2626@pnrao.com,Female,2025-10-10,,123656.0,,3.0,Active,2025,10,4,,,,19,0.05,0-1 years,Average,98,0,1,0,0,1,96490.2,145851.08,28.15,-15.22,Junior,,0,100K-150K
PNR-2631,Sarah Williams,Sales,Regional Sales Manager,employee.2631@pnrao.com,Non-Binary,2024-12-09,,146150.0,,4.0,Active,2024,12,4,,,,324,0.89,0-1 years,Good,104,0,1,0,0,1,121525.81,145982.17,20.26,0.11,Junior,,0,100K-150K
PNR-2635,Aarav Brown,It Support,It Technician,employee.2635@pnrao.com,Female,2022-07-07,,59536.0,PNR-1551,3.0,Active,2022,7,3,,,,1210,3.31,3-5 years,Average,98,2,1,0,1,1,96490.2,71783.83,-38.3,-17.06,Mid-Level,,0,<60K
PNR-2636,Aarav Patel,Human Resources,Hr Generalist,employee.2636@pnrao.com,Non-Binary,2020-04-03,,71217.0,PNR-2015,3.0,Active,2020,4,2,,,,2035,5.57,5-10 years,Average,106,3,1,0,1,1,68801.09,69030.22,3.51,3.17,Senior,,0,60K-80K
PNR-2640,Rohan Kumar,Production,Line Supervisor,employee.2640@pnrao.com,Female,2019-06-06,,58024.0,PNR-2765,2.0,Active,2019,6,2,,,,2337,6.4,5-10 years,Below Average,112,4,1,0,1,1,102837.83,69824.22,-43.58,-16.9,Senior,,0,<60K
PNR-2644,Aarav Wilson,Human Resources,Hr Generalist,employee.2644@pnrao.com,Unknown,2024-08-14,2027-12-04,68703.0,PNR-1086,5.0,Terminated,2024,8,3,2027.0,12.0,4.0,1207,3.3,3-5 years,Excellent,106,1,0,1,1,1,68801.09,69030.22,-0.14,-0.47,Mid-Level,3.3045859000684463,0,60K-80K
PNR-2647,Sarah Smith,Quality Control,Qc Inspector,employee.2647@pnrao.com,Female,2023-08-20,,65609.0,PNR-2591,5.0,Active,2023,8,3,,,,801,2.19,1-3 years,Excellent,108,2,1,0,1,1,109570.66,70667.88,-40.12,-7.16,Mid-Level,,0,60K-80K
PNR-2648,Chris Smith,Quality Control,Qc Inspector,employee.2648@pnrao.com,Non-Binary,2018-03-01,,77408.0,PNR-1762,2.0,Active,2018,3,1,,,,2799,7.66,5-10 years,Below Average,108,2,1,0,1,1,109570.66,70667.88,-29.35,9.54,Senior,,0,60K-80K
PNR-2650,Sarah Singh,Logistics,Warehouse Associate,employee.2650@pnrao.com,Male,2018-10-20,,71059.0,PNR-2609,4.0,Active,2018,10,4,,,,2566,7.03,5-10 years,Good,111,1,1,0,1,1,70560.61,69795.08,0.71,1.81,Senior,,0,60K-80K
PNR-2654,Chris Smith,It Support,Help Desk Specialist,employee.2654@pnrao.com,Non-Binary,2020-07-21,,80296.0,PNR-1448,5.0,Active,2020,7,3,,,,1926,5.27,5-10 years,Excellent,98,3,1,0,1,1,96490.2,70990.91,-16.78,13.11,Senior,,0,80K-100K
PNR-2657,Aarav Smith,Human Resources,Hr Coordinator,employee.2657@pnrao.com,Non-Binary,2019-12-31,,81271.0,PNR-1888,4.0,Active,2019,12,4,,,,2129,5.83,5-10 years,Good,106,3,1,0,1,1,68801.09,68340.05,18.12,18.92,Senior,,0,80K-100K
PNR-2658,Rohan Singh,Research & Development,Research Lead,employee.2658@pnrao.com,Male,2019-06-27,,106467.0,PNR-1054,4.0,Active,2019,6,2,,,,2316,6.34,5-10 years,Good,98,1,1,0,1,1,85614.79,109962.86,24.36,-3.18,Senior,,0,100K-150K
PNR-2659,Aditya Taylor,It Support,It Manager,employee.2659@pnrao.com,Male,2019-05-29,,131701.0,,4.0,Active,2019,5,2,,,,2345,6.42,5-10 years,Good,98,0,1,0,0,1,96490.2,145851.08,36.49,-9.7,Senior,,0,100K-150K
PNR-2664,Aarav Taylor,Sales,Regional Sales Manager,employee.2664@pnrao.com,Male,2022-08-31,,121249.0,,5.0,Active,2022,8,3,,,,1155,3.16,3-5 years,Excellent,104,0,1,0,0,1,121525.81,145982.17,-0.23,-16.94,Mid-Level,,0,100K-150K
PNR-2668,Olivia Singh,Marketing,Marketing Manager,employee.2668@pnrao.com,Male,2020-12-09,,135013.0,,2.0,Active,2020,12,4,,,,1785,4.89,3-5 years,Below Average,95,0,1,0,0,1,93037.96,150297.96,45.12,-10.17,Mid-Level,,0,100K-150K
PNR-2670,Michael Sharma,Marketing,Digital Marketer,employee.2670@pnrao.com,Male,2019-06-04,,82335.0,PNR-2234,4.0,Active,2019,6,2,,,,2339,6.4,5-10 years,Good,95,1,1,0,1,1,93037.96,67941.78,-11.5,21.18,Senior,,0,80K-100K
PNR-2676,Chris Taylor,Sales,Sales Associate,employee.2676@pnrao.com,Male,2023-08-03,,79674.0,PNR-2920,4.0,Active,2023,8,3,,,,818,2.24,1-3 years,Good,104,2,1,0,1,1,121525.81,72548.22,-34.44,9.82,Mid-Level,,0,60K-80K
PNR-2681,David Kumar,Research & Development,Scientist,employee.2681@pnrao.com,Unknown,2025-05-20,2029-09-16,73457.0,PNR-1945,3.0,Terminated,2025,5,2,2029.0,9.0,3.0,1580,4.33,3-5 years,Average,98,2,0,1,1,1,85614.79,72557.95,-14.2,1.24,Mid-Level,4.32580424366872,0,60K-80K
PNR-2682,Saanvi Wilson,Human Resources,Hr Generalist,employee.2682@pnrao.com,Unknown,2018-10-25,,69479.0,PNR-1241,2.0,Active,2018,10,4,,,,2561,7.01,5-10 years,Below Average,106,1,1,0,1,1,68801.09,69030.22,0.99,0.65,Senior,,0,60K-80K
PNR-2684,Aarav Kumar,Logistics,Logistics Coordinator,aarav.kumar@company.com,Male,2025-08-09,,83340.0,PNR-1630,5.0,Active,2025,8,3,,,,81,0.22,0-1 years,Excellent,111,1,1,0,1,1,70560.61,71165.63,18.11,17.11,Junior,,0,80K-100K
PNR-2686,Anika Singh,It Support,It Technician,employee.2686@pnrao.com,Male,2019-12-20,,62575.0,PNR-1533,3.0,Active,2019,12,4,,,,2140,5.86,5-10 years,Average,98,3,1,0,1,1,96490.2,71783.83,-35.15,-12.83,Senior,,0,60K-80K
PNR-2687,Saanvi Singh,It Support,It Technician,employee.2687@pnrao.com,Female,2023-07-30,,79789.0,PNR-1134,5.0,Active,2023,7,3,,,,822,2.25,1-3 years,Excellent,98,5,1,0,1,1,96490.2,71783.83,-17.31,11.15,Mid-Level,,0,60K-80K
PNR-2691,David Brown,Sales,Sales Associate,employee.2691@pnrao.com,Female,2019-05-08,,80197.0,PNR-2258,2.0,Active,2019,5,2,,,,2366,6.48,5-10 years,Below Average,104,1,1,0,1,1,121525.81,72548.22,-34.01,10.54,Senior,,0,80K-100K
PNR-2695,David Williams,Finance,Accountant,employee.2695@pnrao.com,Male,2019-08-06,,70422.0,PNR-1326,5.0,Active,2019,8,3,,,,2276,6.23,5-10 years,Excellent,87,1,1,0,1,1,69535.21,69549.67,1.28,1.25,Senior,,0,60K-80K
PNR-2696,David Singh,Quality Control,Qc Inspector,employee.2696@pnrao.com,Non-Binary,2019-08-02,,81093.0,PNR-2150,4.0,Active,2019,8,3,,,,2280,6.24,5-10 years,Good,108,2,1,0,1,1,109570.66,70667.88,-25.99,14.75,Senior,,0,80K-100K
PNR-2697,Olivia Williams,Finance,Financial Analyst,employee.2697@pnrao.com,Male,2023-10-17,,69734.0,PNR-1367,4.0,Active,2023,10,4,,,,743,2.03,1-3 years,Good,87,2,1,0,1,1,69535.21,70138.18,0.29,-0.58,Mid-Level,,0,60K-80K
PNR-2699,David Wilson,Quality Control,Qc Manager,employee.2699@pnrao.com,Female,2021-10-04,,158818.0,,4.0,Active,2021,10,4,,,,1486,4.07,3-5 years,Good,108,0,1,0,0,1,109570.66,151465.96,44.95,4.85,Mid-Level,,0,150K+
PNR-2700,Aditya Patel,It Support,Help Desk Specialist,employee.2700@pnrao.com,Male,2018-12-25,,63197.0,PNR-1063,3.0,Active,2018,12,4,,,,2500,6.84,5-10 years,Average,98,3,1,0,1,1,96490.2,70990.91,-34.5,-10.98,Senior,,0,60K-80K
PNR-2701,Olivia Brown,Sales,Regional Sales Manager,employee.2701@pnrao.com,Male,2022-12-12,,126508.0,,5.0,Active,2022,12,4,,,,1052,2.88,1-3 years,Excellent,104,0,1,0,0,1,121525.81,145982.17,4.1,-13.34,Mid-Level,,0,100K-150K
PNR-2704,John Williams,Research & Development,Research Lead,employee.2704@pnrao.com,Male,2023-03-26,,103940.0,PNR-2820,4.0,Active,2023,3,1,,,,948,2.6,1-3 years,Good,98,1,1,0,1,1,85614.79,109962.86,21.4,-5.48,Mid-Level,,0,100K-150K
PNR-2706,Aarav Singh,Human Resources,Hr Coordinator,employee.2706@pnrao.com,Male,2020-04-15,,56480.0,PNR-2809,3.0,Active,2020,4,2,,,,2023,5.54,5-10 years,Average,106,1,1,0,1,1,68801.09,68340.05,-17.91,-17.35,Senior,,0,<60K
PNR-2707,Anika Patel,Quality Control,Qc Manager,employee.2707@pnrao.com,Male,2025-04-04,,164164.0,,5.0,Active,2025,4,2,,,,208,0.57,0-1 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,49.82,8.38,Junior,,0,150K+
PNR-2710,Sarah Wilson,It Support,It Technician,employee.2710@pnrao.com,Male,2020-08-29,,71954.5,PNR-1470,3.0,Active,2020,8,3,,,,1887,5.17,5-10 years,Average,98,1,1,0,1,1,96490.2,71783.83,-25.43,0.24,Senior,,0,60K-80K
PNR-2711,David Kumar,It Support,Help Desk Specialist,david.kumar@company.com,Male,2019-08-18,,56186.0,PNR-1513,,Active,2019,8,3,,,,2264,6.2,5-10 years,,98,1,1,0,1,0,96490.2,70990.91,-41.77,-20.85,Senior,,0,<60K
PNR-2712,Aarav Kumar,Research & Development,Scientist,employee.2712@pnrao.com,Male,2019-10-19,,60568.0,PNR-1171,2.0,Active,2019,10,4,,,,2202,6.03,5-10 years,Below Average,98,2,1,0,1,1,85614.79,72557.95,-29.26,-16.52,Senior,,0,60K-80K
PNR-2713,Priya Williams,Human Resources,Recruiter,employee.2713@pnrao.com,Non-Binary,2020-01-27,,72360.0,PNR-1595,2.0,Active,2020,1,1,,,,2102,5.75,5-10 years,Below Average,106,2,1,0,1,1,68801.09,69157.24,5.17,4.63,Senior,,0,60K-80K
PNR-2719,David Wilson,Production,Production Worker,employee.2719@pnrao.com,Non-Binary,2025-05-07,,75057.0,PNR-2109,5.0,Active,2025,5,2,,,,175,0.48,0-1 years,Excellent,112,1,1,0,1,1,102837.83,72077.59,-27.01,4.13,Junior,,0,60K-80K
PNR-2721,John Sharma,Human Resources,Recruiter,employee.2721@pnrao.com,Non-Binary,2021-03-14,,61542.0,PNR-2610,2.0,Active,2021,3,1,,,,1690,4.63,3-5 years,Below Average,106,1,1,0,1,1,68801.09,69157.24,-10.55,-11.01,Mid-Level,,0,60K-80K
PNR-2723,Mary Kumar,Marketing,Marketing Coordinator,employee.2723@pnrao.com,Male,2020-08-24,2023-01-26,83750.0,PNR-2437,5.0,Terminated,2020,8,3,2023.0,1.0,1.0,885,2.42,1-3 years,Excellent,95,4,0,1,1,1,93037.96,72400.67,-9.98,15.68,Mid-Level,2.42299794661191,0,80K-100K
PNR-2724,John Brown,Quality Control,Qc Manager,employee.2724@pnrao.com,Male,2024-11-21,,171357.0,,2.0,Active,2024,11,4,,,,342,0.94,0-1 years,Below Average,108,0,1,0,0,1,109570.66,151465.96,56.39,13.13,Junior,,0,150K+
PNR-2725,Chris Brown,Quality Control,Qc Inspector,employee.2725@pnrao.com,Male,2019-12-29,,69691.0,,,Active,2019,12,4,,,,2131,5.83,5-10 years,,108,0,1,0,0,0,109570.66,70667.88,-36.4,-1.38,Senior,,0,60K-80K
PNR-2729,Priya Jones,Finance,Financial Analyst,employee.2729@pnrao.com,Male,2020-05-16,2022-11-11,69746.0,PNR-2993,2.0,Terminated,2020,5,2,2022.0,11.0,4.0,909,2.49,1-3 years,Below Average,87,1,0,1,1,1,69535.21,70138.18,0.3,-0.56,Mid-Level,2.48870636550308,0,60K-80K
PNR-2731,Michael Sharma,Logistics,Logistics Coordinator,employee.2731@pnrao.com,Non-Binary,2018-08-22,,70187.0,PNR-2999,5.0,Active,2018,8,3,,,,2625,7.19,5-10 years,Excellent,111,1,1,0,1,1,70560.61,71165.63,-0.53,-1.38,Senior,,0,60K-80K
PNR-2733,Saanvi Singh,Finance,Controller,saanvi.singh@company.com,Non-Binary,2019-09-29,,62087.0,PNR-2040,3.0,Active,2019,9,3,,,,2222,6.08,5-10 years,Average,87,1,1,0,1,1,69535.21,68783.8,-10.71,-9.74,Senior,,0,60K-80K
PNR-2734,Olivia Williams,Quality Control,Qc Manager,employee.2734@pnrao.com,Non-Binary,2024-09-22,,154918.0,,5.0,Active,2024,9,3,,,,402,1.1,1-3 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,41.39,2.28,Junior,,0,150K+
PNR-2736,Emma Wilson,Human Resources,Hr Generalist,employee.2736@pnrao.com,Female,2023-01-21,,75629.0,PNR-1035,4.0,Active,2023,1,1,,,,1012,2.77,1-3 years,Good,106,2,1,0,1,1,68801.09,69030.22,9.92,9.56,Mid-Level,,0,60K-80K
PNR-2737,Sarah Patel,Marketing,Digital Marketer,sarah.patel@company.com,Male,2020-02-24,,60256.0,PNR-1153,5.0,Active,2020,2,1,,,,2074,5.68,5-10 years,Excellent,95,1,1,0,1,1,93037.96,67941.78,-35.24,-11.31,Senior,,0,60K-80K
PNR-2740,Aditya Jones,It Support,It Technician,employee.2740@pnrao.com,Female,2019-06-19,2021-01-27,71954.5,PNR-2989,5.0,Terminated,2019,6,2,2021.0,1.0,1.0,588,1.61,1-3 years,Excellent,98,2,0,1,1,1,96490.2,71783.83,-25.43,0.24,Junior,1.6098562628336757,0,60K-80K
PNR-2741,Michael Brown,Quality Control,Qc Inspector,employee.2741@pnrao.com,Non-Binary,2021-09-13,,62354.0,PNR-1783,2.0,Active,2021,9,3,,,,1507,4.13,3-5 years,Below Average,108,1,1,0,1,1,109570.66,70667.88,-43.09,-11.76,Mid-Level,,0,60K-80K
PNR-2742,Michael Taylor,Human Resources,Hr Coordinator,employee.2742@pnrao.com,Non-Binary,2020-08-08,,75908.0,PNR-2519,2.0,Active,2020,8,3,,,,1908,5.22,5-10 years,Below Average,106,4,1,0,1,1,68801.09,68340.05,10.33,11.07,Senior,,0,60K-80K
PNR-2744,Mary Sharma,Logistics,Logistics Coordinator,mary.sharma@company.com,Non-Binary,2018-09-08,,72385.0,PNR-2118,,Active,2018,9,3,,,,2608,7.14,5-10 years,,111,3,1,0,1,0,70560.61,71165.63,2.59,1.71,Senior,,0,60K-80K
PNR-2746,David Williams,Human Resources,Hr Generalist,david.williams@company.com,Non-Binary,2025-06-28,,78842.0,PNR-2079,3.0,Active,2025,6,2,,,,123,0.34,0-1 years,Average,106,1,1,0,1,1,68801.09,69030.22,14.59,14.21,Junior,,0,60K-80K
PNR-2748,Chris Smith,Logistics,Warehouse Associate,employee.2748@pnrao.com,Female,2021-07-24,,84491.0,PNR-2585,3.0,Active,2021,7,3,,,,1558,4.27,3-5 years,Average,111,4,1,0,1,1,70560.61,69795.08,19.74,21.06,Mid-Level,,0,80K-100K
PNR-2750,Priya Wilson,Quality Control,Qc Manager,employee.2750@pnrao.com,Female,2022-11-08,,151625.0,,5.0,Active,2022,11,4,,,,1086,2.97,1-3 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,38.38,0.11,Mid-Level,,0,150K+
