EmployeeID,FullName,Department,JobTitle,Email,Gender,HireDate,TerminationDate,Salary,ManagerID,PerformanceRating,Status
"PNR-2623","Mary Patel","Research & Development","Scientist","employee.2623@pnrao.com","Non-binary","2018-10-27","","83493","PNR-2086","2","Active"
"PNR-2625","John Sharma","Logistics","Logistics Coordinator","employee.2625@pnrao.com","Non-binary","2022-12-24","2026-01-24","58164"," PNR-2281 ","3","Terminated"
"PNR-2626","Saanvi Smith","IT Support","IT Manager","employee.2626@pnrao.com","Female","2025-10-10","","123656","#N/A","3","Active"
""," Aarav Smith ","Finance","Controller","employee.2627@pnrao.com","Non-binary","2024-06-25","  ","56750","PNR-1238","5","Active"
""," John Patel ","IT Support"," Help Desk Specialist ","employee.2628@pnrao.com"," Non-binary ","2024-03-18","","","","","Active"
"PNR-2629","David Sharma","","QC Manager","employee.2629@pnrao.com","Male"," 2020-04-21 ","  ","141457","","2","Active"
"PNR-2630","Priya Sharma","#N/A","","employee.2630@pnrao.com","Female","2024-12-23","","66805","PNR-1793",""," Active "
" PNR-2631 ","#N/A"," Sales ","","employee.2631@pnrao.com","Non-binary","","","146150","","4","Active"
"PNR-2631","Sarah Williams","Sales","Regional Sales Manager","employee.2631@pnrao.com","Non-binary","2024-12-09","","146150","","4","Active"
"PNR-2633","#N/A","Research & Development","Scientist","employee.2633@pnrao.com","Male","2019-01-02","#N/A",""," PNR-1152 ","4","Active"
""," Emma Brown ",""," Recruiter ","employee.2634@pnrao.com","Female"," 2023-07-23 ","  ","81615","PNR-1975","5",""
"PNR-2635","Aarav Brown","IT Support","IT Technician","employee.2635@pnrao.com","Female","2022-07-07","","59536","PNR-1551","3","Active"
"PNR-2636","Aarav Patel"," Human Resources ","HR Generalist","","Non-binary","2020-04-03","","71217"," PNR-2015 ","3","Active"
"PNR-2636","Aarav Patel","Human Resources","HR Generalist","employee.2636@pnrao.com","Non-binary","2020-04-03","","71217","PNR-2015","3","Active"
"PNR-2638","","Human Resources"," Recruiter ","employee.2638@pnrao.com","Non-binary","2025-03-26","2028-06-14",""," PNR-1146 ","",""
"PNR-2639","#N/A","Human Resources","Recruiter"," employee.2639@pnrao.com ","Male","2020-07-22","2025-11-05","60963","PNR-2167","2","Terminated"
"PNR-2640","Rohan Kumar","Production","Line Supervisor","employee.2640@pnrao.com","Female","2019-06-06","","58024","PNR-2765","2","Active"
"","Chris Sharma","Quality Control","QC Inspector","employee.2641@pnrao.com","Non-binary","2021-11-17","","70753","PNR-2952","4"," Active "
"PNR-2642","","Logistics","Warehouse Associate","","#N/A","2018-09-26","2022-11-16","","","3","Terminated"
"PNR-2643","","Human Resources","HR Generalist","employee.2643@pnrao.com","Non-binary","2025-03-25","","67183","PNR-1465","3"," Active "
" PNR-2644 ","Aarav Wilson","Human Resources"," HR Generalist ","employee.2644@pnrao.com","","2024-08-14","2027-12-04","","PNR-1086","5","Terminated"
"PNR-2645","Aarav Singh","","#N/A"," employee.2645@pnrao.com ","Male"," 2020-12-26 ","","158037","","3","Active"
"PNR-2646",""," Quality Control ","QC Inspector","employee.2646@pnrao.com","Female","2022-10-14","","79778","","4","#N/A"
"PNR-2647","Sarah Smith","Quality Control","QC Inspector","employee.2647@pnrao.com","Female","2023-08-20","","65609","PNR-2591","5","Active"
" PNR-2648 ","Chris Smith","Quality Control","","employee.2648@pnrao.com","Non-binary","2018-03-01","","77408","PNR-1762","2","Active"
"PNR-2648","Chris Smith","Quality Control","QC Inspector","employee.2648@pnrao.com","Non-binary","2018-03-01","","77408","PNR-1762","2","Active"
"PNR-2650","Sarah Singh","Logistics","Warehouse Associate","employee.2650@pnrao.com","Male","","","71059","PNR-2609","4","Active"
"PNR-2650","Sarah Singh","Logistics","Warehouse Associate","employee.2650@pnrao.com","Male","2018-10-20","","71059","PNR-2609","4","Active"
"PNR-2652",""," Marketing ","","employee.2652@pnrao.com"," Female ","2020-12-01","","","PNR-1632","3","Active"
"PNR-2653",""," Logistics ","Logistics Coordinator","employee.2653@pnrao.com","Male"," 2022-04-03 ","  ","75992","PNR-1695","5","Active"
"PNR-2654","Chris Smith","","Help Desk Specialist","employee.2654@pnrao.com","Non-binary","2020-07-21","","80296","PNR-1448","5","Active"
"PNR-2654","Chris Smith","IT Support","Help Desk Specialist","employee.2654@pnrao.com","Non-binary","2020-07-21","","80296","PNR-1448","5","Active"
"PNR-2656","Olivia Wilson","Research & Development","Scientist","","Non-binary","#N/A","","79528","PNR-1299","2","Active"
" PNR-2657 "," Aarav Smith ","Human Resources","HR Coordinator","employee.2657@pnrao.com","Non-binary","2019-12-31","","81271","PNR-1888","4","Active"
"PNR-2658","Rohan Singh","Research & Development"," Research Lead ","employee.2658@pnrao.com","Male","2019-06-27","","106467","PNR-1054","4","Active"
"","Aditya Taylor","IT Support","IT Manager","employee.2659@pnrao.com","Male"," 2019-05-29 ","  ","131701","  ","4","Active"
"PNR-2659","Aditya Taylor","IT Support","IT Manager","employee.2659@pnrao.com","Male","2019-05-29","","131701","","4","Active"
"PNR-2661","","","Regional Sales Manager",""," Non-binary ","2019-06-17","","","  ","3"," Active "
"PNR-2662","","Finance","Financial Analyst"," employee.2662@pnrao.com ","Male","2024-01-05","","68231","PNR-2398","5","Active"
"","Chris Singh","Research & Development","Research Lead","employee.2663@pnrao.com","","2024-01-15","","","PNR-2485","3",""
"PNR-2664","Aarav Taylor","Sales"," Regional Sales Manager ","employee.2664@pnrao.com","Male","2022-08-31","","121249","","5","Active"
"PNR-2665","David Sharma","","Scientist","employee.2665@pnrao.com","Non-binary","2018-03-04","2018-10-06","56203","PNR-1780","2","Terminated"
"#N/A"," Emma Brown ","Sales","Sales Associate","","Non-binary","2019-06-24","","71906","PNR-1971","5","Active"
"PNR-2667","Priya Wilson","Human Resources","","employee.2667@pnrao.com","Male","2018-04-27","","56377","PNR-2190","4"," Active "
"PNR-2668","Olivia Singh","Marketing","Marketing Manager"," employee.2668@pnrao.com ","Male","2020-12-09","","135013","#N/A","2","Active"
"PNR-2669","#N/A","Production","Line Supervisor"," employee.2669@pnrao.com ","Female","2020-08-04","","","PNR-1751","4",""
" PNR-2670 ","Michael Sharma",""," Digital Marketer ","employee.2670@pnrao.com","Male","2019-06-04","","82335","PNR-2234","","Active"
"PNR-2670","Michael Sharma","Marketing","Digital Marketer","employee.2670@pnrao.com","Male","2019-06-04","","82335","PNR-2234","4","Active"
"","Aditya Taylor","Research & Development","Scientist","employee.2672@pnrao.com","Non-binary"," 2019-09-27 ","","64514","PNR-1968","5"," Active "
"PNR-2673"," Michael Jones ","","IT Technician","employee.2673@pnrao.com"," Male "," 2021-09-18 ","","82098","PNR-2932","4","Active"
"PNR-2674","Chris Kumar","Marketing","Digital Marketer","","Non-binary","","  ","79371","PNR-2869","5","Active"
"PNR-2675","Michael Taylor","Human Resources","#N/A"," employee.2675@pnrao.com ","Female","","","55627","PNR-2169","","Active"
"PNR-2676","Chris Taylor","Sales","Sales Associate","employee.2676@pnrao.com","Male","","","79674","PNR-2920","4","Active"
"PNR-2676","Chris Taylor","Sales","Sales Associate","employee.2676@pnrao.com","Male","2023-08-03","","79674","PNR-2920","4","Active"
""," Mary Brown ","Production"," Operations Manager ","#N/A","Non-binary","2022-06-30","2024-08-10","164045","","5","Terminated"
"PNR-2679","Chris Smith","#N/A","Digital Marketer"," employee.2679@pnrao.com ","Female","2024-09-15","","63636","PNR-2066","4","#N/A"
"PNR-2680","Michael Williams","Quality Control","QC Inspector","employee.2680@pnrao.com","Male","#N/A","","77402","PNR-2901","2","Active"
" PNR-2681 ","David Kumar"," Research & Development ","Scientist","employee.2681@pnrao.com","","2025-05-20","2029-09-16","","PNR-1945","3","Terminated"
"PNR-2682","Saanvi Wilson","Human Resources","HR Generalist","employee.2682@pnrao.com",""," 2018-10-25 ","","69479","PNR-1241","2"," Active "
"PNR-2683"," Sarah Kumar ","Marketing","","employee.2683@pnrao.com"," Male ","2019-05-19","","81657"," PNR-1730 ","5","#N/A"
"PNR-2684","Aarav Kumar","Logistics","Logistics Coordinator","","Male","2025-08-09","","83340","PNR-1630","5","Active"
"PNR-2685","Anika Jones","Logistics","","employee.2685@pnrao.com","Male","2024-11-12","","66812","PNR-1621","5","Active"
"PNR-2686","Anika Singh","IT Support","IT Technician","employee.2686@pnrao.com","Male","2019-12-20","","62575","PNR-1533","3","Active"
"PNR-2687","Saanvi Singh","IT Support"," IT Technician ","#N/A","Female","2023-07-30","","79789","PNR-1134","5","Active"
"PNR-2687","Saanvi Singh","IT Support","IT Technician","employee.2687@pnrao.com","Female","2023-07-30","","79789","PNR-1134","5","Active"
"","David Brown","Logistics","Logistics Coordinator","employee.2689@pnrao.com","Non-binary","2021-05-12","","76394","PNR-2822","3"," Active "
"PNR-2690","Aarav Taylor","Production","","employee.2690@pnrao.com","Female","","2024-09-04","67298","PNR-1848","4",""
"PNR-2691"," David Brown ","Sales","Sales Associate","employee.2691@pnrao.com"," Female ","2019-05-08","","80197","PNR-2258","2","Active"
"PNR-2692","#N/A","Quality Control","QC Manager"," employee.2692@pnrao.com ","Male","2019-03-01","","148925","","","Active"
"PNR-2693","Anika Jones","","Account Manager","","Male"," 2020-10-09 ","","","","3","Active"
"","Emma Brown","Production","Production Worker","employee.2694@pnrao.com","Male","2025-01-21","","64059","PNR-2824","2","Active"
"PNR-2695","David Williams","Finance","Accountant","employee.2695@pnrao.com"," Male ","2019-08-06","  ","70422","PNR-1326","5","Active"
"PNR-2696","David Singh","","QC Inspector","employee.2696@pnrao.com","Non-binary","2019-08-02","","","PNR-2150","4","Active"
"PNR-2696","David Singh","Quality Control","QC Inspector","employee.2696@pnrao.com","Non-binary","2019-08-02","","81093","PNR-2150","4","Active"
"PNR-2697","Olivia Williams","Finance","Financial Analyst","employee.2697@pnrao.com","Male","2023-10-17","","69734","PNR-1367","4","Active"
"","David Wilson","","QC Manager","employee.2699@pnrao.com","Female"," 2021-10-04 ","","158818","","4",""
"PNR-2699","David Wilson","Quality Control","QC Manager","employee.2699@pnrao.com","Female","2021-10-04","","158818","","4","Active"
"PNR-2700","Aditya Patel","IT Support","Help Desk Specialist","employee.2700@pnrao.com","Male","2018-12-25","","63197","PNR-1063","3","Active"
"PNR-2701","Olivia Brown","Sales","Regional Sales Manager","employee.2701@pnrao.com","Male","2022-12-12","","126508","","5","Active"
"","Rohan Sharma","Logistics","Logistics Coordinator"," employee.2703@pnrao.com ","","2024-03-02","","78622","PNR-1035","2","Active"
"PNR-2704","John Williams","Research & Development","Research Lead","employee.2704@pnrao.com","Male","2023-03-26","","103940","PNR-2820","4"," Active "
"PNR-2704","John Williams","Research & Development","Research Lead","employee.2704@pnrao.com","Male","2023-03-26","","103940","PNR-2820","4","Active"
"PNR-2706"," Aarav Singh ","Human Resources","HR Coordinator","employee.2706@pnrao.com","Male"," 2020-04-15 ","","56480","PNR-2809","3"," Active "
"PNR-2707"," Anika Patel ","Quality Control","QC Manager","employee.2707@pnrao.com","Male","2025-04-04","","164164","","5"," Active "
"PNR-2708","Aarav Singh","Research & Development","Lab Technician"," employee.2708@pnrao.com ","","","","76677","PNR-1590","","Active"
"PNR-2709","","","QC Inspector","employee.2709@pnrao.com","Non-binary","#N/A","","65726","PNR-1051","4",""
"PNR-2710","Sarah Wilson","IT Support","IT Technician","employee.2710@pnrao.com","Male","2020-08-29","  ","","PNR-1470","3"," Active "
"PNR-2711","David Kumar","IT Support","Help Desk Specialist","#N/A","Male","2019-08-18","#N/A","56186","PNR-1513","","Active"
"PNR-2712","Aarav Kumar","","Scientist","employee.2712@pnrao.com","","2019-10-19","","60568","PNR-1171","2","Active"
"PNR-2712","Aarav Kumar","Research & Development","Scientist","employee.2712@pnrao.com","Male","2019-10-19","","60568","PNR-1171","2","Active"
"PNR-2713","Priya Williams","Human Resources","Recruiter","employee.2713@pnrao.com","Non-binary","2020-01-27","","72360","PNR-1595","2","Active"
"PNR-2715","Chris Wilson","","Marketing Coordinator","employee.2715@pnrao.com","Female","2018-01-20","","81237"," PNR-2478 ","5","Active"
"PNR-2716","#N/A"," Production ","Production Worker","employee.2716@pnrao.com","Male","#N/A","","65920","PNR-2272","2","Active"
"","John Taylor","IT Support","#N/A","employee.2717@pnrao.com","Male","2018-11-26","","58910","PNR-2765","2","Active"
"PNR-2718","John Jones","","Scientist","employee.2718@pnrao.com","Male"," 2021-01-29 ","","78830","PNR-2469","2",""
"PNR-2719","David Wilson"," Production "," Production Worker ","employee.2719@pnrao.com","Non-binary","2025-05-07","","75057","PNR-2109","5","Active"
"#N/A","Priya Sharma","Production","Line Supervisor"," employee.2720@pnrao.com ","Male","2022-10-15","","65777"," PNR-2765 ","3","Active"
"PNR-2721","","Human Resources","Recruiter","employee.2721@pnrao.com","Non-binary","2021-03-14","","61542","PNR-2610","2","Active"
"PNR-2721","John Sharma","Human Resources","Recruiter","employee.2721@pnrao.com","Non-binary","2021-03-14","","61542","PNR-2610","2","Active"
"PNR-2723"," Mary Kumar ","Marketing","Marketing Coordinator","employee.2723@pnrao.com","Male","2020-08-24","2023-01-26","83750","PNR-2437","5","Terminated"
"PNR-2724"," John Brown "," Quality Control ","QC Manager"," employee.2724@pnrao.com ","Male","2024-11-21","","171357","","2"," Active "
"PNR-2725","Chris Brown","Quality Control"," QC Inspector ","employee.2725@pnrao.com","Male","2019-12-29","","","","","Active"
"","David Williams","","Lab Technician","employee.2726@pnrao.com","Female","2023-08-20","  ","84354","PNR-2903","2","Active"
"PNR-2727"," David Brown ","Sales","Account Manager","employee.2727@pnrao.com","Non-binary","2024-06-11","","128404","","2","#N/A"
"PNR-2728","Chris Smith","Sales","","employee.2728@pnrao.com","Female"," 2024-10-03 ","","178464","","3",""
"PNR-2729","Priya Jones","Finance","Financial Analyst","employee.2729@pnrao.com","Male","2020-05-16"," 2022-11-11 ",""," PNR-2993 ","2","Terminated"
"","Sarah Smith","Marketing","Marketing Manager","employee.2730@pnrao.com","Male","2018-11-29","","151200","","4","#N/A"
"PNR-2731","Michael Sharma"," Logistics ","Logistics Coordinator"," employee.2731@pnrao.com ","Non-binary","2018-08-22","","70187","PNR-2999","5","Active"
"PNR-2731","Michael Sharma","Logistics","Logistics Coordinator","employee.2731@pnrao.com","Non-binary","2018-08-22","","70187","PNR-2999","5","Active"
"PNR-2733","Saanvi Singh","Finance","Controller","#N/A","Non-binary","2019-09-29","","62087","PNR-2040","3","Active"
"PNR-2734","Olivia Williams"," Quality Control "," QC Manager ","employee.2734@pnrao.com"," Non-binary ","2024-09-22","","154918","","5","Active"
"","","Research & Development","Lab Technician","employee.2735@pnrao.com","Female","","2029-01-02","64856","PNR-2930","2","Terminated"
"PNR-2736","Emma Wilson","Human Resources","HR Generalist","employee.2736@pnrao.com"," Female ","2023-01-21","","75629","PNR-1035","4","Active"
"PNR-2737","Sarah Patel","Marketing","Digital Marketer","","Male","2020-02-24","","60256"," PNR-1153 ","5","Active"
"PNR-2738"," John Sharma ","IT Support"," IT Manager ","employee.2738@pnrao.com","","2023-02-13","","","","5","#N/A"
"PNR-2739","Saanvi Patel","Human Resources","HR Coordinator","employee.2739@pnrao.com","Female","","","","PNR-2899","5","Terminated"
"PNR-2740"," Aditya Jones ","IT Support","IT Technician","employee.2740@pnrao.com","Female","2019-06-19"," 2021-01-27 ","","PNR-2989","5","Terminated"
"PNR-2741","Michael Brown","Quality Control","QC Inspector","employee.2741@pnrao.com","Non-binary"," 2021-09-13 ","","62354","PNR-1783","2","Active"
"PNR-2742"," Michael Taylor ","","HR Coordinator","#N/A","Non-binary","2020-08-08","  ","75908","PNR-2519","2","Active"
"PNR-2742","Michael Taylor","Human Resources","HR Coordinator","employee.2742@pnrao.com","Non-binary","2020-08-08","","75908","PNR-2519","2","Active"
" PNR-2744 "," Mary Sharma ","Logistics","Logistics Coordinator","#N/A","Non-binary","2018-09-08","","","PNR-2118","","Active"
"PNR-2745","","Production","Line Supervisor","employee.2745@pnrao.com","Female","","","63559","PNR-1238","4","Active"
"PNR-2746","David Williams","Human Resources","HR Generalist","","Non-binary","2025-06-28","","78842","PNR-2079","3","Active"
"PNR-2747","Michael Kumar","IT Support","#N/A","employee.2747@pnrao.com","Male"," 2020-01-21 ","","71584","PNR-2000","4","Active"
"PNR-2748","Chris Smith","Logistics","Warehouse Associate","employee.2748@pnrao.com"," Female ","2021-07-24","","84491","PNR-2585","3","Active"
"","Aditya Smith","Production","","employee.2749@pnrao.com","Non-binary"," 2024-08-21 ","","123930","","5","Active"
"PNR-2750","Priya Wilson","Quality Control"," QC Manager ","employee.2750@pnrao.com","Female","2022-11-08","","","","5","Active"
"PNR-2751","Anika Brown",""," QC Manager ","employee.2751@pnrao.com"," Female ","2021-03-20","2026-02-04","137127","","4",""
"#N/A","John Kumar","Marketing","Digital Marketer","","Female","","","61159","PNR-2612","5"," Active "
"PNR-2753","Anika Sharma","Research & Development","Lab Technician","","Male","2019-03-27","2019-10-16","83513","PNR-1727","5","Terminated"
"PNR-2753","Anika Sharma","Research & Development","Lab Technician","employee.2753@pnrao.com","Male","2019-03-27","2019-10-16","83513","PNR-1727","5","Terminated"
"PNR-2755","Aarav Smith","Marketing","Digital Marketer","employee.2755@pnrao.com"," Male ","2020-07-25","  ","79195","PNR-2901","4","Active"
" PNR-2756 ","","Logistics"," Logistics Coordinator ","","Male","2024-09-22","","69066","PNR-1410","","Active"
"PNR-2756","Rohan Taylor","Logistics","Logistics Coordinator","employee.2756@pnrao.com","Male","2024-09-22","","69066","PNR-1410","2","Active"
"PNR-2758","Saanvi Sharma","Sales","Account Manager","employee.2758@pnrao.com","Male","2021-01-21","","120163","#N/A","4","Active"
"PNR-2759","Mary Kumar","Finance","Financial Analyst","employee.2759@pnrao.com","Male","","","72903","PNR-2334","2","Active"
"PNR-2759","Mary Kumar","Finance","Financial Analyst","employee.2759@pnrao.com","Male","2023-03-06","","72903","PNR-2334","2","Active"
"PNR-2761","Aarav Singh","Production","Production Worker","employee.2761@pnrao.com","Non-binary","2021-07-02","","73820","","","Active"
"PNR-2762","Michael Brown","#N/A","Account Manager","employee.2762@pnrao.com","Non-binary","2023-07-17","","139530","","5","Active"
"PNR-2763","Michael Wilson","Finance","Accountant","employee.2763@pnrao.com","Male","2019-12-01","","71652","#N/A","2","Active"
"PNR-2764","David Kumar","Human Resources","","employee.2764@pnrao.com","Male","","2026-05-14","57151","PNR-1171","4","Terminated"
"PNR-2764","David Kumar","Human Resources","HR Coordinator","employee.2764@pnrao.com","Male","2022-08-03","2026-05-14","57151","PNR-1171","4","Terminated"
" PNR-2766 ","Aarav Brown","Sales","Account Manager","employee.2766@pnrao.com","Male","2025-01-19","","174355","","3","#N/A"
"PNR-2767"," Aditya Singh ","#N/A","Accountant","employee.2767@pnrao.com","Male","2021-11-22","  ","59382","PNR-1068","4","Active"
"PNR-2767","Aditya Singh","Finance","Accountant","employee.2767@pnrao.com","Male","2021-11-22","","59382","PNR-1068","4","Active"
"PNR-2769","John Patel","IT Support","IT Manager"," employee.2769@pnrao.com ","Male","2025-03-14","  ","133190","","4","Active"
"PNR-2770","Emma Taylor","Sales","Sales Associate","employee.2770@pnrao.com","Non-binary","2018-07-15","",""," PNR-2342 ","3","#N/A"
"PNR-2771","Aarav Singh","Human Resources","","employee.2771@pnrao.com","Female","2022-12-19","2026-08-12","68869","PNR-2612","","Terminated"
"PNR-2772","Olivia Sharma","Logistics","Logistics Coordinator","employee.2772@pnrao.com"," Female ","2020-10-29","","65114","PNR-1640","3","Active"
"PNR-2773","David Brown","Quality Control"," QC Inspector ","employee.2773@pnrao.com","Female"," 2020-09-27 ","  ","64669","PNR-2962","3","Active"
"PNR-2774","Sarah Kumar","#N/A","HR Generalist","","Non-binary","2018-05-17","","61477","PNR-2015","4","Active"
"PNR-2775","Chris Jones","Finance","Controller","employee.2775@pnrao.com"," Female ",""," 2026-09-13 ","79850","PNR-1815","3","Terminated"
" PNR-2776 ","Emma Williams",""," QC Inspector ","employee.2776@pnrao.com","Male"," 2020-01-20 ","","65081","PNR-1146","4","Active"
"PNR-2776","Emma Williams","Quality Control","QC Inspector","employee.2776@pnrao.com","Male","2020-01-20","","65081","PNR-1146","4","Active"
"PNR-2778","Aarav Sharma","Quality Control","","employee.2778@pnrao.com","Male","2022-11-22","","62906","PNR-1911","","Active"
"PNR-2779"," Priya Brown ","Human Resources","HR Coordinator","employee.2779@pnrao.com","Female","","","55494","","4","Active"
"PNR-2779","Priya Brown","Human Resources","HR Coordinator","employee.2779@pnrao.com","Female","2024-01-25","","55494","PNR-1798","4","Active"
"PNR-2781","","Finance"," Controller ","employee.2781@pnrao.com","Male","2022-03-28","","84473"," PNR-2201 ","2","Active"
"PNR-2782","Rohan Williams","Sales"," Regional Sales Manager ","employee.2782@pnrao.com","Female","2022-06-28","","126149","","3","Active"
"","Aarav Taylor","Sales"," Account Manager ","","Non-binary","2019-10-27","","173422","","5","Active"
"PNR-2784","John Brown","","Marketing Coordinator","employee.2784@pnrao.com"," Non-binary ","2022-03-20","","71463","#N/A","4","Active"
"","Priya Brown"," Research & Development ","Research Lead","employee.2785@pnrao.com","Non-binary","","","115366","PNR-2937","2","Active"
"PNR-2785","Priya Brown","Research & Development","Research Lead","employee.2785@pnrao.com","Non-binary","2020-07-24","","115366","PNR-2937","2","Active"
" PNR-2787 ","David Kumar"," Marketing ","Marketing Coordinator","employee.2787@pnrao.com","Female","2023-05-21","","73078","PNR-2794","2",""
"PNR-2787","David Kumar","Marketing","Marketing Coordinator","employee.2787@pnrao.com","Female","2023-05-21","","73078","PNR-2794","2","Active"
"PNR-2789","Aarav Taylor","IT Support","","employee.2789@pnrao.com","Female","2022-07-23","2023-09-23","152690","","4"," Terminated "
"PNR-2790","Emma Smith","Human Resources","Recruiter","employee.2790@pnrao.com","Male","2021-04-25","2023-05-31","77771","PNR-1339","","Terminated"
"PNR-2790","Emma Smith","Human Resources","Recruiter","employee.2790@pnrao.com","Male","2021-04-25","2023-05-31","77771","PNR-1339","3","Terminated"
"PNR-2791","Michael Sharma","Research & Development","Lab Technician","employee.2791@pnrao.com","Non-binary","2024-11-26","","75428","PNR-2585","2","Active"
"PNR-2793","Saanvi Sharma","","Accountant",""," Non-binary ","2020-03-01","  ","60871","PNR-1663","4","Active"
" PNR-2794 ","David Jones","#N/A","Regional Sales Manager","employee.2794@pnrao.com","Non-binary","2023-06-01","","130043","","3","Active"
"PNR-2795","David Brown","Logistics","Warehouse Associate","employee.2795@pnrao.com"," Non-binary "," 2020-10-12 ","2025-02-08","69303"," PNR-2663 ","5","Terminated"
"PNR-2796","Michael Smith","Logistics","Logistics Coordinator","employee.2796@pnrao.com","Female","2025-02-19","2028-01-15","59906","PNR-1011","5"," Terminated "
" PNR-2797 "," Saanvi Smith ","Production"," Operations Manager ","employee.2797@pnrao.com","#N/A","2024-01-15","","170357","  ","","Active"
"PNR-2798","Aditya Kumar","Finance","Accountant","employee.2798@pnrao.com"," Non-binary ","2020-10-01","  ","","PNR-1063","4","Active"
"","Aditya Kumar","","","employee.2799@pnrao.com","Male","2020-11-07","","63230","PNR-1677","5","Active"
"PNR-2799","Aditya Kumar","Logistics","Warehouse Associate","employee.2799@pnrao.com","Male","2020-11-07","","63230","PNR-1677","5","Active"
"PNR-2801","Anika Brown","Logistics","Logistics Coordinator","employee.2801@pnrao.com","Female","#N/A","","66552","PNR-2045",""," Active "
"#N/A","#N/A","Finance"," Financial Analyst ","employee.2802@pnrao.com","Male","2021-09-18","  ","58519","PNR-2677","2","Active"
"PNR-2802","John Smith","Finance","Financial Analyst","employee.2802@pnrao.com","Male","2021-09-18","","58519","PNR-2677","2","Active"
"","Olivia Sharma","","#N/A","employee.2804@pnrao.com","Male","2020-09-14","2021-12-09","74704","PNR-1850","2","#N/A"
"PNR-2805","Anika Jones","Finance","Financial Analyst","employee.2805@pnrao.com","Non-binary","","","69035"," PNR-1467 ","4","Active"
"PNR-2806","","","Research Lead","employee.2806@pnrao.com","Non-binary","2021-04-01","","108456","PNR-2789","5","Active"
"PNR-2807","David Jones","Human Resources","HR Generalist","employee.2807@pnrao.com","Male","2022-10-21","","56755","PNR-2863","5","Active"
"PNR-2808","Rohan Sharma"," Finance ","Accountant","employee.2808@pnrao.com","Non-binary","2019-03-05"," 2020-03-10 ","69146","PNR-2278","5",""
"PNR-2809","",""," QC Manager ","","Male","2022-11-13","","163663","","3","Active"
"","Michael Wilson","Research & Development"," Lab Technician ","employee.2810@pnrao.com","","2019-10-14","","74246"," PNR-1616 ","2","Active"
"PNR-2811","","Research & Development","Scientist","employee.2811@pnrao.com","Female","2020-10-18","","81474"," PNR-2585 ","5","Active"
"PNR-2812","Emma Singh","Human Resources","HR Coordinator","employee.2812@pnrao.com","Male"," 2020-03-01 ","  ","63828","#N/A","2"," Active "
"PNR-2813"," Aditya Wilson ","","","","Male","2021-12-04","","83023","PNR-1211","3","Active"
"PNR-2814","","Human Resources"," Recruiter ","employee.2814@pnrao.com","Female","2019-05-29","","57887","PNR-2284","","Active"
"PNR-2815","Chris Kumar","IT Support","IT Technician","employee.2815@pnrao.com","Male","2020-11-15","  ","64359","","5","Active"
"PNR-2816","Chris Sharma"," Human Resources ","HR Coordinator","employee.2816@pnrao.com","Male","2023-04-01","","80238","PNR-1990","5","Active"
"PNR-2817","Olivia Brown","Quality Control","QC Manager"," employee.2817@pnrao.com ","Female","2018-05-09","","157545","","3",""
"PNR-2818"," Michael Sharma ","Logistics","","","Male","2024-06-20","","66328","PNR-1051","","Active"
"PNR-2819","#N/A","Production","Line Supervisor","employee.2819@pnrao.com","Male","2018-08-04","","78085","PNR-1954","4","Active"
"PNR-2820","Anika Smith","IT Support","IT Manager","employee.2820@pnrao.com","Male","2018-03-08","","163128","","2"," Active "
" PNR-2821 ","Chris Kumar","Quality Control","QC Manager"," employee.2821@pnrao.com ","Male","2020-04-15","","147479","","2"," Active "
"PNR-2822","Mary Williams"," Production ","","employee.2822@pnrao.com"," Female ","2022-05-04","  ","160675","","5","Active"
"PNR-2823","Sarah Wilson","Logistics","Logistics Coordinator"," employee.2823@pnrao.com ","Non-binary","2019-01-22","  ","61827","","4"," Active "
"PNR-2823","Sarah Wilson","Logistics","Logistics Coordinator","employee.2823@pnrao.com","Non-binary","2019-01-22","","61827","PNR-2915","4","Active"
"PNR-2825","Olivia Wilson","Human Resources","#N/A","employee.2825@pnrao.com","Male","2024-10-03","","75006","PNR-2629","","Active"
"","#N/A","Sales","Regional Sales Manager","employee.2826@pnrao.com","Male","2022-07-08","","130460","","3"," Active "
"PNR-2827","Emma Sharma",""," Line Supervisor ","employee.2827@pnrao.com","Non-binary","2022-11-02","  ","81765"," PNR-1472 ",""," Active "
"PNR-2828","Olivia Patel","#N/A","","employee.2828@pnrao.com",""," 2022-03-07 ","","121197","","5","Active"
"PNR-2828","Olivia Patel","Sales","Regional Sales Manager","employee.2828@pnrao.com","Male","2022-03-07","","121197","","5","Active"
"PNR-2830","Emma Sharma","Human Resources","HR Generalist","employee.2830@pnrao.com","Female","2019-12-02","","67406","PNR-2304","2",""
"PNR-2831","Priya Williams","Research & Development","#N/A"," employee.2831@pnrao.com ","Female","2023-10-09","2024-09-21","92360","PNR-1779","3","Terminated"
"PNR-2832","Mary Jones","Human Resources","Recruiter","employee.2832@pnrao.com","Female","2025-10-04","","77226","PNR-1628",""," Active "
"PNR-2833","Michael Wilson","Research & Development"," Lab Technician ","employee.2833@pnrao.com","Male","2020-02-25","","62800","PNR-1533","4",""
"PNR-2834","Saanvi Patel","Marketing","Marketing Coordinator","employee.2834@pnrao.com","Female","2023-03-24"," 2026-07-06 ","81085","PNR-1798","3","Terminated"
"PNR-2835","Aarav Williams","Human Resources","HR Generalist"," employee.2835@pnrao.com ","Female","2021-01-02","","75655","PNR-1912","4","Active"
